-----------------------------------------------------------------------------------------------------------------------------------------------------
Name                              MW       Cp@298K        H@298K        G@298K        S@298K      Cp@1000K       H@1000K       G@1000K       S@1000K 
     800.0000      614.9199      -8.1552       -661.6964     816.9265      229.8697      -308.7142     
     1000.0000     562.2290      119.7788      -840.4172     960.1961      357.8038      -487.4350     
     1200.0000     602.3413      236.4371      -1043.2809    1066.4317     474.4620      -690.2987     
     1400.0000     633.2845      360.1063      -1266.2583    1161.6890     598.1312      -913.2760     
     1600.0000     660.2443      489.4875      -1507.3626    1248.0313     727.5125      -1154.3803    
     1800.0000     687.4173      624.2204      -1765.0028    1327.3462     862.2453      -1412.0205    
     2000.0000     718.0110      764.6847      -2037.9451    1401.3149     1002.7097     -1684.9629    
     2200.0000     754.2438      911.8030      -2325.2701    1471.3969     1149.8279     -1972.2879    
     2400.0000     797.3452      1066.8424     -2626.3272    1538.8206     1304.8673     -2273.3450    
     2600.0000     847.5552      1231.2171     -2940.6879    1604.5789     1469.2421     -2587.7056    
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE NC60H121_T(L)
 ====================================================================================================
   Elemental Composition:
     C 60.0000
     H 121.0000
   Formation Enthalpy at 298K =          -330.0390 kcal/mol
   Formation Free Gibbs Energy at 298K = -480.6803 kcal/mol
   Molecular Weight =                    842.6280 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      433.8239      -329.1728     -481.6942     508.4048      0.8663        -1.0139       
     600.0000      633.2729      -167.8425     -691.7192     873.1278      162.1965      -211.0389     
     800.0000      777.8161      -28.1942      -886.6211     1073.0336     301.8448      -405.9408     
     1000.0000     749.4432      146.5725      -1121.0727    1267.6452     476.6115      -640.3924     
     1200.0000     802.9405      302.0794      -1389.0307    1409.2584     632.1184      -908.3505     
     1400.0000     844.1034      466.9296      -1683.8007    1536.2360     796.9686      -1203.1205    
     1600.0000     879.5645      639.3438      -2002.7313    1651.2969     969.3828      -1522.0510    
     1800.0000     914.5071      818.7241      -2343.6894    1756.8964     1148.7631     -1863.0092    
     2000.0000     952.6646      1005.3642     -2705.0031    1855.1836     1335.4032     -2224.3228    
     2200.0000     996.3210      1200.1597     -3085.3976    1947.9806     1530.1987     -2604.7173    
     2400.0000     1046.3106     1404.3180     -3483.9289    2036.7696     1734.3570     -3003.2486    
     2600.0000     1102.0180     1619.0684     -3899.9147    2122.6858     1949.1074     -3419.2344    
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE NC16H31(L)
 ====================================================================================================
   Elemental Composition:
     C 16.0000
     H 31.0000
   Formation Enthalpy at 298K =          -48.0110 kcal/mol
   Formation Free Gibbs Energy at 298K = -97.6112 kcal/mol
   Molecular Weight =                    223.4240 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      136.9262      -47.7376      -97.9450      167.3582      0.2734        -0.3338       
     600.0000      208.4453      2.8920        -166.1709     281.7714      50.9030       -68.5596      
     800.0000      195.3241      52.4701       -229.9325     353.0032      100.4810      -132.3213     
     1000.0000     216.9820      93.8213       -305.2284     399.0497      141.8323      -207.6172     
     1200.0000     232.6812      138.8660      -389.2172     440.0694      186.8770      -291.6060     
     1400.0000     244.8607      186.6596      -480.9758     476.8824      234.6706      -383.3645     
     1600.0000     255.7678      236.7259      -579.7435     510.2934      284.7369      -482.1322     
     1800.0000     267.4584      289.0194      -684.9180     541.0763      337.0303      -587.3067     
     2000.0000     281.7973      343.8863      -796.0479     569.9671      391.8973      -698.4367     
     2200.0000     300.4574      402.0268      -912.8251     597.6599      450.0378      -815.2138     
     2400.0000     324.9207      464.4565      -1035.0755    624.8050      512.4675      -937.4643     
     2600.0000     356.4774      532.4684      -1162.7510    652.0074      580.4794      -1065.1397    
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE NC30H59(L)
 ====================================================================================================
   Elemental Composition:
     C 30.0000
     H 59.0000
   Formation Enthalpy at 298K =          -131.7191 kcal/mol
   Formation Free Gibbs Energy at 298K = -215.1496 kcal/mol
   Molecular Weight =                    419.8020 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      236.4950      -131.2468     -215.7111     281.5474      0.4722        -0.5615       
     600.0000      341.2181      -44.0910      -331.3753     478.8072      87.6281       -116.2258     
     800.0000      489.9812      35.8037       -438.3972     592.7512      167.5228      -223.2477     
     1000.0000     391.7153      118.8287      -567.1735     686.0022      250.5478      -352.0239     
     1200.0000     419.9072      200.1321      -711.9171     760.0410      331.8512      -496.7675     
     1400.0000     441.6250      286.3614      -870.6821     826.4596      418.0804      -655.5325     
     1600.0000     460.4666      376.5918      -1042.0876    886.6746      508.3108      -826.9381     
     1800.0000     479.4089      470.5561      -1225.0255    941.9898      602.2752      -1009.8760    
     2000.0000     500.8073      568.5204      -1418.6354    993.5779      700.2395      -1203.4858    
     2200.0000     526.3961      671.1598      -1622.2774    1042.4714     802.8788      -1407.1278    
     2400.0000     557.2884      779.4338      -1835.5038    1089.5573     911.1529      -1620.3542    
     2600.0000     593.9759      894.4628      -2058.0294    1135.5739     1026.1819     -1842.8798    
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE NC45H89(L)
 ====================================================================================================
   Elemental Composition:
     C 45.0000
     H 89.0000
   Formation Enthalpy at 298K =          -223.7331 kcal/mol
   Formation Free Gibbs Energy at 298K = -342.6981 kcal/mol
   Molecular Weight =                    630.2070 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      343.4980      -223.0472     -343.4988     401.5053      0.6859        -0.8007       
     600.0000      494.3370      -96.3975      -509.2535     688.0933      127.3357      -166.5554     
     800.0000      633.0472      14.1898       -662.8057     846.2443      237.9230      -320.1076     
     1000.0000     578.9295      145.6224      -847.8289     993.4513      369.3555      -505.1308     
     1200.0000     620.5065      265.7744      -1057.6669    1102.8678     489.5075      -714.9689     
     1400.0000     652.4439      393.1847      -1288.2245    1201.0066     616.9179      -945.5264     
     1600.0000     679.7868      526.4480      -1537.4564    1289.9402     750.1812      -1194.7583    
     1800.0000     706.4986      665.0598      -1803.7122    1371.5400     888.7929      -1461.0141    
     2000.0000     735.4608      809.1999      -2085.6934    1447.4466     1032.9330     -1742.9953    
     2200.0000     768.4733      959.5165      -2382.4049    1519.0552     1183.2497     -2039.7068    
     2400.0000     806.2538      1116.9095     -2693.1055    1587.5062     1340.6426     -2350.4074    
     2600.0000     848.4387      1282.3141     -3017.2562    1653.6809     1506.0472     -2674.5581    
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE NC60H119(L)
 ====================================================================================================
   Elemental Composition:
     C 60.0000
     H 119.0000
   Formation Enthalpy at 298K =          -315.7472 kcal/mol
   Formation Free Gibbs Energy at 298K = -470.4082 kcal/mol
   Molecular Weight =                    840.6120 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      450.6726      -314.8473     -471.4492     522.0066      0.9000        -1.0410       
     600.0000      648.3577      -148.7586     -687.4391     897.8008      166.9886      -217.0308     
     800.0000      795.1883      -5.9629       -887.7383     1102.2193     309.7844      -417.3300     
     1000.0000     766.1438      172.4160      -1128.4844    1300.9004     488.1633      -658.0761     
     1200.0000     821.1058      331.4166      -1403.4168    1445.6945     647.1639      -933.0085     
     1400.0000     863.2627      500.0081      -1705.7670    1575.5536     815.7553      -1235.3587    
     1600.0000     899.1069      676.3043      -2032.8251    1693.2059     992.0515      -1562.4168    
     1800.0000     933.5883      859.5634      -2382.3989    1801.0902     1175.3107     -1911.9906    
     2000.0000     970.1144      1049.8794     -2752.7513    1901.3154     1365.6266     -2282.3431    
     2200.0000     1010.5504     1247.8733     -3142.5324    1995.6389     1563.6205     -2672.1241    
     2400.0000     1055.2192     1454.3851     -3550.7072    2085.4552     1770.1324     -3080.2990    
     2600.0000     1102.9015     1670.1653     -3976.4830    2171.7878     1985.9125     -3506.0748    
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE NC16H31_T(L)
 ====================================================================================================
   Elemental Composition:
     C 16.0000
     H 31.0000
   Formation Enthalpy at 298K =          -44.7818 kcal/mol
   Formation Free Gibbs Energy at 298K = -94.2766 kcal/mol
   Molecular Weight =                    223.4240 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      136.9084      -44.5084      -94.6097      167.0044      0.2734        -0.3331       
     600.0000      209.6620      6.2804        -162.7587     281.7319      51.0622       -68.4820      
     800.0000      196.3955      56.0868       -226.5478     353.2932      100.8686      -132.2711     
     1000.0000     217.7610      97.6249       -301.9245     399.5494      142.4067      -207.6479     
     1200.0000     233.1531      142.7934      -386.0260     440.6828      187.5752      -291.7493     
     1400.0000     245.1888      190.6628      -477.9135     477.5546      235.4446      -383.6369     
     1600.0000     256.2830      240.8066      -576.8206     511.0170      285.5884      -482.5439     
     1800.0000     268.6484      293.2612      -682.1481     541.8941      338.0430      -587.8714     
     2000.0000     284.2954      348.4852      -793.4583     570.9718      393.2670      -699.1817     
     2200.0000     305.0324      407.3192      -910.4665     598.9935      452.1010      -816.1898     
     2400.0000     332.4655      470.9451      -1033.0319    626.6571      515.7269      -938.7553     
     2600.0000     367.9985      540.8458      -1161.1489    654.6134      585.6276      -1066.8723    
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE NC30H59_T(L)
 ====================================================================================================
   Elemental Composition:
     C 30.0000
     H 59.0000
   Formation Enthalpy at 298K =          -128.6074 kcal/mol
   Formation Free Gibbs Energy at 298K = -211.8880 kcal/mol
   Molecular Weight =                    419.8020 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      236.4956      -128.1352     -212.4485     281.0443      0.4722        -0.5605       
     600.0000      342.3288      -40.8218      -327.9948     478.6217      87.7857       -116.1068     
     800.0000      490.9016      39.3085       -435.0159     592.9056      167.9160      -223.1279     
     1000.0000     392.4943      122.6323      -563.8696     686.5019      251.2398      -351.9816     
     1200.0000     420.3791      204.0595      -708.7258     760.6545      332.6670      -496.8378     
     1400.0000     441.9531      290.3646      -867.6198     827.1318      418.9721      -655.7318     
     1600.0000     460.9819      380.6725      -1039.1647    887.3983      509.2799      -827.2767     
     1800.0000     480.5988      474.7980      -1222.2556    942.8076      603.4054      -1010.3676    
     2000.0000     503.3054      573.1194      -1416.0458    994.5826      701.7269      -1204.1578    
     2200.0000     530.9711      676.4522      -1619.9188    1043.8050     805.0596      -1408.0308    
     2400.0000     564.8332      785.9224      -1833.4602    1091.4094     914.5298      -1621.5722    
     2600.0000     605.4971      902.8403      -2056.4273    1138.1799     1031.4478     -1844.5393    
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE NC45H89_T(L)
 ====================================================================================================
   Elemental Composition:
     C 45.0000
     H 89.0000
   Formation Enthalpy at 298K =          -220.6215 kcal/mol
   Formation Free Gibbs Energy at 298K = -339.4388 kcal/mol
   Molecular Weight =                    630.2070 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      343.4934      -219.9356     -340.2385     401.0096      0.6859        -0.7997       
     600.0000      495.4037      -93.1267      -505.8790     687.9204      127.4948      -166.4402     
     800.0000      634.1619      17.6963       -659.4317     846.4100      238.3178      -319.9930     
     1000.0000     579.7086      149.4260      -844.5250     993.9510      370.0475      -505.0863     
     1200.0000     620.9783      269.7018      -1054.4756    1103.4812     490.3233      -715.0369     
     1400.0000     652.7720      397.1880      -1285.1623    1201.6788     617.8095      -945.7235     
     1600.0000     680.3020      530.5288      -1534.5334    1290.6639     751.1503      -1195.0947    
     1800.0000     707.6886      669.3016      -1800.9423    1372.3577     889.9232      -1461.5035    
     2000.0000     737.9590      813.7989      -2083.1037    1448.4513     1034.4204     -1743.6650    
     2200.0000     773.0482      964.8089      -2380.0463    1520.3887     1185.4305     -2040.6075    
     2400.0000     813.7986      1123.3980     -2691.0619    1589.3583     1344.0195     -2351.6232    
     2600.0000     859.9599      1290.6915     -3015.6542    1656.2868     1511.3131     -2676.2154    
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE NC60H119_T(L)
 ====================================================================================================
   Elemental Composition:
     C 60.0000
     H 119.0000
   Formation Enthalpy at 298K =          -312.6356 kcal/mol
   Formation Free Gibbs Energy at 298K = -467.1506 kcal/mol
   Molecular Weight =                    840.6120 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      450.6616      -311.7357     -468.1906     521.5165      0.8999        -1.0400       
     600.0000      649.4119      -145.4865     -684.0685     897.6367      167.1491      -216.9179     
     800.0000      796.3198      -2.4585       -884.3694     1102.3886     310.1771      -417.2188     
     1000.0000     766.9228      176.2196      -1125.1805    1301.4001     488.8552      -658.0299     
     1200.0000     821.5776      335.3440      -1400.2255    1446.3079     647.9797      -933.0749     
     1400.0000     863.5908      504.0113      -1702.7048    1576.2258     816.6469      -1235.5542    
     1600.0000     899.6222      680.3850      -2029.9022    1693.9295     993.0206      -1562.7516    
     1800.0000     934.7783      863.8053      -2379.6290    1801.9079     1176.4409     -1912.4784    
     2000.0000     972.6126      1054.4783     -2750.1617    1902.3200     1367.1140     -2283.0111    
     2200.0000     1015.1254     1253.1657     -3140.1738    1996.9725     1565.8013     -2673.0232    
     2400.0000     1062.7640     1460.8737     -3548.6637    2087.3072     1773.5093     -3081.5131    
     2600.0000     1114.4226     1678.5428     -3974.8810    2174.3937     1991.1784     -3507.7304    
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE NC16H31_A(L)
 ====================================================================================================
   Elemental Composition:
     C 16.0000
     H 31.0000
   Formation Enthalpy at 298K =          -60.5761 kcal/mol
   Formation Free Gibbs Energy at 298K = -108.0916 kcal/mol
   Molecular Weight =                    223.4240 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      136.8658      -60.3028      -108.4114     160.3618      0.2733        -0.3198       
     600.0000      209.6633      -9.5576       -174.5516     274.9900      51.0185       -66.4601      
     800.0000      197.0424      40.3253       -237.0003     346.6569      100.9014      -128.9087     
     1000.0000     218.7031      82.0273       -311.0675     393.0948      142.6035      -202.9759     
     1200.0000     234.1457      127.3920      -393.8963     434.4069      187.9681      -285.8047     
     1400.0000     246.2291      175.4617      -484.5444     471.4330      236.0378      -376.4529     
     1600.0000     257.8013      225.8496      -582.2427     505.0577      286.4257      -474.1511     
     1800.0000     271.6996      278.7373      -686.4012     536.1881      339.3134      -578.3096     
     2000.0000     290.7507      334.8730      -796.6128     565.7429      395.4491      -688.5213     
     2200.0000     317.7708      395.5689      -912.6550     594.6472      456.1450      -804.5634     
     2400.0000     355.5653      462.6996      -1034.4902    623.8291      523.2757      -926.3986     
     2600.0000     406.9288      538.6996      -1162.2671    654.2180      599.2757      -1054.1755    
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE NC30H59_A(L)
 ====================================================================================================
   Elemental Composition:
     C 30.0000
     H 59.0000
   Formation Enthalpy at 298K =          -144.2958 kcal/mol
   Formation Free Gibbs Energy at 298K = -225.6359 kcal/mol
   Molecular Weight =                    419.8020 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      236.4462      -143.8237     -226.1834     274.5324      0.4721        -0.5475       
     600.0000      342.3564      -56.5532      -339.7592     472.0099      87.7426       -114.1232     
     800.0000      491.5543      23.6496       -445.4652     586.3934      167.9454      -219.8293     
     1000.0000     393.4364      107.0348      -573.0126     680.0473      251.3306      -347.3766     
     1200.0000     421.3717      188.6581      -716.5961     754.3785      332.9539      -490.9602     
     1400.0000     442.9934      275.1635      -874.2507     821.0102      419.4593      -648.6148     
     1600.0000     462.5001      365.7154      -1044.5868    881.4389      510.0113      -818.9509     
     1800.0000     483.6500      460.2741      -1226.5087    937.1016      604.5699      -1000.8728    
     2000.0000     509.7607      559.5071      -1419.2003    989.3537      703.8030      -1193.5643    
     2200.0000     543.7095      664.7019      -1622.1073    1039.4587     808.9977      -1396.4714    
     2400.0000     587.9330      777.6769      -1834.9185    1088.5814     921.9727      -1609.2826    
     2600.0000     644.4274      900.6941      -2057.5454    1137.7844     1044.9899     -1831.9095    
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE NC45H89_A(L)
 ====================================================================================================
   Elemental Composition:
     C 45.0000
     H 89.0000
   Formation Enthalpy at 298K =          -236.3099 kcal/mol
   Formation Free Gibbs Energy at 298K = -353.1840 kcal/mol
   Molecular Weight =                    630.2070 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      343.4427      -235.6241     -353.9707     394.4886      0.6858        -0.7867       
     600.0000      495.4241      -108.8578     -517.6382     681.3005      127.4521      -164.4542     
     800.0000      634.8402      2.0372        -669.8740     839.8890      238.3471      -316.6900     
     1000.0000     580.6506      133.8284      -853.6680     987.4964      370.1383      -500.4840     
     1200.0000     621.9710      254.3004      -1062.3460    1097.2053     490.6103      -709.1620     
     1400.0000     653.8123      381.9869      -1291.7932    1195.5572     618.2968      -938.6092     
     1600.0000     681.8203      515.5717      -1539.9555    1284.7045     751.8816      -1186.7715    
     1800.0000     710.7397      654.7777      -1805.1954    1366.6517     891.0876      -1452.0114    
     2000.0000     744.4143      800.1866      -2086.2582    1443.2224     1036.4965     -1733.0742    
     2200.0000     785.7866      953.0586      -2382.2348    1516.0425     1189.3685     -2029.0508    
     2400.0000     836.8984      1115.1525     -2692.5202    1586.5303     1351.4625     -2339.3362    
     2600.0000     898.8902      1288.5453     -3016.7723    1655.8914     1524.8552     -2663.5883    
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE NC60H119_A(L)
 ====================================================================================================
   Elemental Composition:
     C 60.0000
     H 119.0000
   Formation Enthalpy at 298K =          -328.3240 kcal/mol
   Formation Free Gibbs Energy at 298K = -480.8940 kcal/mol
   Molecular Weight =                    840.6120 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      450.6068      -327.4242     -481.9209     514.9892      0.8998        -1.0270       
     600.0000      649.4247      -161.2167     -695.8243     891.0126      167.1073      -214.9303     
     800.0000      797.0071      -18.1190      -894.8070     1095.8600     310.2050      -413.9130     
     1000.0000     767.8649      160.6221      -1134.3234    1294.9455     488.9461      -653.4295     
     1200.0000     822.5702      319.9426      -1408.0958    1440.0320     648.2666      -927.2018     
     1400.0000     864.6311      488.8102      -1709.3356    1570.1042     817.1342      -1228.4417    
     1600.0000     901.1404      665.4280      -2035.3243    1687.9702     993.7520      -1554.4303    
     1800.0000     937.8294      849.2814      -2383.8821    1796.2019     1177.6054     -1902.9881    
     2000.0000     979.0678      1040.8661     -2753.3162    1897.0911     1369.1901     -2272.4223    
     2200.0000     1027.8638     1241.4154     -3142.3623    1992.6262     1569.7394     -2661.4683    
     2400.0000     1085.8638     1452.6282     -3550.1220    2084.4792     1780.9522     -3069.2280    
     2600.0000     1153.3529     1676.3965     -3975.9991    2173.9983     2004.7205     -3495.1051    
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE NC16H29(L)
 ====================================================================================================
   Elemental Composition:
     C 16.0000
     H 29.0000
   Formation Enthalpy at 298K =          -32.4684 kcal/mol
   Formation Free Gibbs Energy at 298K = -84.2219 kcal/mol
   Molecular Weight =                    221.4080 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      153.9788      -32.1609      -84.5703      174.6978      0.3075        -0.3484       
     600.0000      227.6752      23.7988       -157.0280     301.3780      56.2673       -72.8060      
     800.0000      211.2086      78.7718       -225.4504     380.2777      111.2403      -141.2284     
     1000.0000     234.4616      123.4684      -306.5816     430.0501      155.9369      -222.3597     
     1200.0000     251.3183      172.1307      -397.1065     474.3643      204.5991      -312.8846     
     1400.0000     264.3482      223.7413      -496.0234     514.1176      256.2097      -411.8015     
     1600.0000     275.8255      277.7671      -602.5070     550.1714      310.2356      -518.2851     
     1800.0000     287.7296      334.1006      -715.8993     583.3333      366.5690      -631.6774     
     2000.0000     301.7452      393.0004      -835.6974     614.3489      425.4688      -751.4755     
     2200.0000     319.2618      455.0327      -961.5412     643.8972      487.5012      -877.3193     
     2400.0000     341.3741      521.0122      -1093.1993    672.5881      553.4806      -1008.9774    
     2600.0000     368.8820      591.9427      -1230.5554    700.9608      624.4112      -1146.3335    
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE NC30H57(L)
 ====================================================================================================
   Elemental Composition:
     C 30.0000
     H 57.0000
   Formation Enthalpy at 298K =          -114.3157 kcal/mol
   Formation Free Gibbs Energy at 298K = -200.7631 kcal/mol
   Molecular Weight =                    417.7860 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      253.3493      -113.8097     -201.3450     291.7841      0.5059        -0.5819       
     600.0000      357.5240      -21.6593      -322.0269     500.6125      92.6563       -121.2638     
     800.0000      512.5657      61.8747       -433.9266     619.7515      176.1903      -233.1635     
     1000.0000     409.1949      148.4758      -568.5267     717.0026      262.7915      -367.7636     
     1200.0000     438.5443      233.3968      -719.8064     794.3360      347.7125      -519.0433     
     1400.0000     461.1125      323.4431      -885.7297     863.6948      437.7588      -684.9666     
     1600.0000     480.5243      417.6330      -1064.8512    926.5526      531.9487      -864.0881     
     1800.0000     499.6801      515.6373      -1256.0068    984.2468      629.9530      -1055.2437    
     2000.0000     520.7552      617.6346      -1458.2849    1037.9597     731.9502      -1257.5218    
     2200.0000     545.2005      724.1657      -1670.9935    1088.7087     838.4814      -1470.2304    
     2400.0000     573.7419      835.9895      -1893.6276    1137.3404     950.3051      -1692.8645    
     2600.0000     606.3806      953.9372      -2125.8338    1184.5273     1068.2529     -1925.0707    
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE NC45H87(L)
 ====================================================================================================
   Elemental Composition:
     C 45.0000
     H 87.0000
   Formation Enthalpy at 298K =          -206.3298 kcal/mol
   Formation Free Gibbs Energy at 298K = -328.3433 kcal/mol
   Molecular Weight =                    628.1910 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      360.3475      -205.6101     -329.1646     411.8483      0.7196        -0.8213       
     600.0000      510.5874      -74.0167      -499.9491     709.8874      132.3131      -171.6058     
     800.0000      652.4156      40.0194       -658.3639     872.9791      246.3492      -330.0206     
     1000.0000     596.4091      175.2695      -849.1822     1024.4516     381.5992      -520.8388     
     1200.0000     639.1436      299.0391      -1065.5562    1137.1627     505.3688      -737.2129     
     1400.0000     671.9313      430.2664      -1303.2722    1238.2419     636.5962      -974.9288     
     1600.0000     699.8445      567.4893      -1560.2199    1329.8182     773.8190      -1231.8766    
     1800.0000     726.7698      710.1410      -1834.6935    1413.7970     916.4708      -1506.3502    
     2000.0000     755.4088      858.3140      -2125.3428    1491.8284     1064.6438     -1796.9995    
     2200.0000     787.2776      1012.5225     -2431.1210    1565.2925     1218.8522     -2102.7777    
     2400.0000     822.7073      1173.4651     -2751.2293    1635.2893     1379.7949     -2422.8860    
     2600.0000     860.8433      1341.7884     -3085.0606    1702.6342     1548.1182     -2756.7173    
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE NC60H117(L)
 ====================================================================================================
   Elemental Composition:
     C 60.0000
     H 117.0000
   Formation Enthalpy at 298K =          -298.3438 kcal/mol
   Formation Free Gibbs Energy at 298K = -456.0734 kcal/mol
   Molecular Weight =                    838.5960 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      467.5734      -297.4101     -457.1351     532.4167      0.9338        -1.0617       
     600.0000      664.5570      -126.4169     -678.1628     919.5766      171.9269      -222.0895     
     800.0000      813.6554      19.7864       -883.3187     1128.8813     318.1302      -427.2453     
     1000.0000     783.6234      202.0631      -1129.8376    1331.9007     500.4070      -673.7642     
     1200.0000     839.7428      364.6813      -1411.3060    1479.9895     663.0251      -955.2327     
     1400.0000     882.7502      537.0898      -1720.8146    1612.7889     835.4336      -1264.7413    
