------------------------------
  Elements     Atomic Weight  
------------------------------
  1.	C         12.01099968
  2.	H          1.00800002
  3.	N         14.00699997
  4.	HE         4.00299978
------------------------------


--------------------------------------------------------------------------------------------------------------
                                                Molecular        Temperature        Elements
  Species                  Phase  Charge         weight         Low      High       C       H       N      HE
         k:       8.120000e+07	    1.00       6000.00


   3554. NC16H31_A(L) + NC30H59_A(L)  => 0.933333NC45H88(L) + 0.0666667NC60H118(L) 
         k:       8.120000e+07	    1.00       6000.00


   3555. NC16H31_A(L) + NC30H57(L)  => 2C4H6 + 0.95P-HDPE-P(L) 
         k:       8.120000e+07	    1.00       6000.00


   3556. NC16H31_A(L) + NC30H57_A(L)  => 2C4H6 + 0.95P-HDPE-P(L) 
         k:       8.120000e+07	    1.00       6000.00


   3557. NC45H91(L) + NC16H31_A(L)  => 0.05P-NC40H81(L) + 0.05P-NC40H79(L) + 0.95NC60H120(L) 
         k:       8.120000e+07	    1.00       6000.00


   3558. NC45H91_T(L) + NC16H31_A(L)  => 0.05P-NC40H81(L) + 0.05P-NC40H79(L) + 0.95NC60H120(L) 
         k:       8.120000e+07	    1.00       6000.00


   3559. NC45H89(L) + NC16H31_A(L)  => 0.1P-NC40H79(L) + 0.95NC60H118(L) 
         k:       8.120000e+07	    1.00       6000.00


   3560. NC45H89_T(L) + NC16H31_A(L)  => 0.1P-NC40H79(L) + 0.95NC60H118(L) 
         k:       8.120000e+07	    1.00       6000.00


   3561. NC16H31_A(L) + NC45H89_A(L)  => 0.1P-NC40H79(L) + 0.95NC60H118(L) 
         k:       8.120000e+07	    1.00       6000.00


   3562. NC16H31_A(L) + NC45H87(L)  => 2C4H6 + 1.325P-HDPE-P(L) 
         k:       8.120000e+07	    1.00       6000.00


   3563. NC16H31_A(L) + NC45H87_A(L)  => 2C4H6 + 1.325P-HDPE-P(L) 
         k:       8.120000e+07	    1.00       6000.00


   3564. NC60H121(L) + NC16H31_A(L)  => 0.8P-NC40H81(L) + 0.8P-NC40H79(L) + 0.2NC60H120(L) 
         k:       8.120000e+07	    1.00       6000.00


   3565. NC60H121_T(L) + NC16H31_A(L)  => 0.8P-NC40H81(L) + 0.8P-NC40H79(L) + 0.2NC60H120(L) 
         k:       8.120000e+07	    1.00       6000.00


   3566. NC60H119(L) + NC16H31_A(L)  => 1.6P-NC40H79(L) + 0.2NC60H118(L) 
         k:       8.120000e+07	    1.00       6000.00


   3567. NC60H119_T(L) + NC16H31_A(L)  => 1.6P-NC40H79(L) + 0.2NC60H118(L) 
         k:       8.120000e+07	    1.00       6000.00


   3568. NC16H31_A(L) + NC60H119_A(L)  => 1.6P-NC40H79(L) + 0.2NC60H118(L) 
         k:       8.120000e+07	    1.00       6000.00


   3569. NC16H31_A(L) + NC60H117(L)  => 2C4H6 + 1.7P-HDPE-P(L) 
         k:       8.120000e+07	    1.00       6000.00


   3570. NC16H31_A(L) + NC60H117_A(L)  => 2C4H6 + 1.7P-HDPE-P(L) 
         k:       8.120000e+07	    1.00       6000.00


   3571. 2NC16H29(L)  => 3C4H6 + 0.5P-HDPE-P(L) 
         k:       1.120000e+08	    1.00       6000.00


   3572. NC16H29(L) + NC16H29_A(L)  => 3C4H6 + 0.5P-HDPE-P(L) 
         k:       1.120000e+08	    1.00       6000.00


   3573. NC30H61(L) + NC16H29(L)  => 0.933333NC45H88(L) + 0.0666667NC60H118(L) 
         k:       8.120000e+07	    1.00       6000.00


   3574. NC30H61_T(L) + NC16H29(L)  => 0.933333NC45H88(L) + 0.0666667NC60H118(L) 
         k:       8.120000e+07	    1.00       6000.00


   3575. NC30H59(L) + NC16H29(L)  => 2C4H6 + 0.95P-HDPE-P(L) 
         k:       8.120000e+07	    1.00       6000.00


   3576. NC30H59_T(L) + NC16H29(L)  => 2C4H6 + 0.95P-HDPE-P(L) 
         k:       8.120000e+07	    1.00       6000.00


   3577. NC30H59_A(L) + NC16H29(L)  => 2C4H6 + 0.95P-HDPE-P(L) 
         k:       8.120000e+07	    1.00       6000.00


   3578. NC16H29(L) + NC30H57(L)  => 3C4H6 + 0.85P-HDPE-P(L) 
         k:       8.120000e+07	    1.00       6000.00


   3579. NC16H29(L) + NC30H57_A(L)  => 3C4H6 + 0.85P-HDPE-P(L) 
         k:       8.120000e+07	    1.00       6000.00


   3580. NC45H91(L) + NC16H29(L)  => 0.1P-NC40H79(L) + 0.95NC60H118(L) 
         k:       8.120000e+07	    1.00       6000.00


   3581. NC45H91_T(L) + NC16H29(L)  => 0.1P-NC40H79(L) + 0.95NC60H118(L) 
         k:       8.120000e+07	    1.00       6000.00


   3582. NC45H89(L) + NC16H29(L)  => 2C4H6 + 1.325P-HDPE-P(L) 
         k:       8.120000e+07	    1.00       6000.00


   3583. NC45H89_T(L) + NC16H29(L)  => 2C4H6 + 1.325P-HDPE-P(L) 
         k:       8.120000e+07	    1.00       6000.00


   3584. NC45H89_A(L) + NC16H29(L)  => 2C4H6 + 1.325P-HDPE-P(L) 
         k:       8.120000e+07	    1.00       6000.00


   3585. NC16H29(L) + NC45H87(L)  => 3C4H6 + 1.225P-HDPE-P(L) 
         k:       8.120000e+07	    1.00       6000.00


   3586. NC16H29(L) + NC45H87_A(L)  => 3C4H6 + 1.225P-HDPE-P(L) 
         k:       8.120000e+07	    1.00       6000.00


   3587. NC60H121(L) + NC16H29(L)  => 1.6P-NC40H79(L) + 0.2NC60H118(L) 
         k:       8.120000e+07	    1.00       6000.00


   3588. NC60H121_T(L) + NC16H29(L)  => 1.6P-NC40H79(L) + 0.2NC60H118(L) 
         k:       8.120000e+07	    1.00       6000.00


   3589. NC60H119(L) + NC16H29(L)  => 2C4H6 + 1.7P-HDPE-P(L) 
         k:       8.120000e+07	    1.00       6000.00


   3590. NC60H119_T(L) + NC16H29(L)  => 2C4H6 + 1.7P-HDPE-P(L) 
         k:       8.120000e+07	    1.00       6000.00


   3591. NC60H119_A(L) + NC16H29(L)  => 2C4H6 + 1.7P-HDPE-P(L) 
         k:       8.120000e+07	    1.00       6000.00


   3592. NC16H29(L) + NC60H117(L)  => 3C4H6 + 1.6P-HDPE-P(L) 
         k:       8.120000e+07	    1.00       6000.00


   3593. NC16H29(L) + NC60H117_A(L)  => 3C4H6 + 1.6P-HDPE-P(L) 
         k:       8.120000e+07	    1.00       6000.00


   3594. 2NC16H29_A(L)  => 3C4H6 + 0.5P-HDPE-P(L) 
         k:       1.120000e+08	    1.00       6000.00


   3595. NC30H61(L) + NC16H29_A(L)  => 0.933333NC45H88(L) + 0.0666667NC60H118(L) 
         k:       8.120000e+07	    1.00       6000.00


   3596. NC30H61_T(L) + NC16H29_A(L)  => 0.933333NC45H88(L) + 0.0666667NC60H118(L) 
         k:       8.120000e+07	    1.00       6000.00


   3597. NC30H59(L) + NC16H29_A(L)  => 2C4H6 + 0.95P-HDPE-P(L) 
         k:       8.120000e+07	    1.00       6000.00


   3598. NC30H59_T(L) + NC16H29_A(L)  => 2C4H6 + 0.95P-HDPE-P(L) 
         k:       8.120000e+07	    1.00       6000.00


   3599. NC30H59_A(L) + NC16H29_A(L)  => 2C4H6 + 0.95P-HDPE-P(L) 
         k:       8.120000e+07	    1.00       6000.00


   3600. NC30H57(L) + NC16H29_A(L)  => 3C4H6 + 0.85P-HDPE-P(L) 
         k:       8.120000e+07	    1.00       6000.00


   3601. NC16H29_A(L) + NC30H57_A(L)  => 3C4H6 + 0.85P-HDPE-P(L) 
         k:       8.120000e+07	    1.00       6000.00


   3602. NC45H91(L) + NC16H29_A(L)  => 0.1P-NC40H79(L) + 0.95NC60H118(L) 
         k:       8.120000e+07	    1.00       6000.00


   3603. NC45H91_T(L) + NC16H29_A(L)  => 0.1P-NC40H79(L) + 0.95NC60H118(L) 
         k:       8.120000e+07	    1.00       6000.00


   3604. NC45H89(L) + NC16H29_A(L)  => 2C4H6 + 1.325P-HDPE-P(L) 
         k:       8.120000e+07	    1.00       6000.00


   3605. NC45H89_T(L) + NC16H29_A(L)  => 2C4H6 + 1.325P-HDPE-P(L) 
         k:       8.120000e+07	    1.00       6000.00


   3606. NC45H89_A(L) + NC16H29_A(L)  => 2C4H6 + 1.325P-HDPE-P(L) 
         k:       8.120000e+07	    1.00       6000.00


   3607. NC45H87(L) + NC16H29_A(L)  => 3C4H6 + 1.225P-HDPE-P(L) 
         k:       8.120000e+07	    1.00       6000.00


   3608. NC16H29_A(L) + NC45H87_A(L)  => 3C4H6 + 1.225P-HDPE-P(L) 
         k:       8.120000e+07	    1.00       6000.00


   3609. NC60H121(L) + NC16H29_A(L)  => 1.6P-NC40H79(L) + 0.2NC60H118(L) 
         k:       8.120000e+07	    1.00       6000.00


   3610. NC60H121_T(L) + NC16H29_A(L)  => 1.6P-NC40H79(L) + 0.2NC60H118(L) 
         k:       8.120000e+07	    1.00       6000.00


   3611. NC60H119(L) + NC16H29_A(L)  => 2C4H6 + 1.7P-HDPE-P(L) 
         k:       8.120000e+07	    1.00       6000.00


   3612. NC60H119_T(L) + NC16H29_A(L)  => 2C4H6 + 1.7P-HDPE-P(L) 
         k:       8.120000e+07	    1.00       6000.00


   3613. NC60H119_A(L) + NC16H29_A(L)  => 2C4H6 + 1.7P-HDPE-P(L) 
         k:       8.120000e+07	    1.00       6000.00


   3614. NC60H117(L) + NC16H29_A(L)  => 3C4H6 + 1.6P-HDPE-P(L) 
         k:       8.120000e+07	    1.00       6000.00


   3615. NC16H29_A(L) + NC60H117_A(L)  => 3C4H6 + 1.6P-HDPE-P(L) 
         k:       8.120000e+07	    1.00       6000.00


   3616. 2NC30H61(L)  => NC60H122(L) 
         k:       5.000000e+07	    1.00       6000.00


   3617. NC30H61(L) + NC30H61_T(L)  => NC60H122(L) 
         k:       5.000000e+07	    1.00       6000.00


   3618. NC30H61(L) + NC30H59(L)  => NC60H120(L) 
         k:       5.000000e+07	    1.00       6000.00


   3619. NC30H61(L) + NC30H59_T(L)  => NC60H120(L) 
         k:       5.000000e+07	    1.00       6000.00


   3620. NC30H61(L) + NC30H59_A(L)  => NC60H120(L) 
         k:       5.000000e+07	    1.00       6000.00


   3621. NC30H61(L) + NC30H57(L)  => NC60H118(L) 
         k:       5.000000e+07	    1.00       6000.00


   3622. NC30H61(L) + NC30H57_A(L)  => NC60H118(L) 
         k:       5.000000e+07	    1.00       6000.00


   3623. NC30H61(L) + NC45H91(L)  => 1.5P-NC40H81(L) + 0.25NC60H122(L) 
         k:       5.000000e+07	    1.00       6000.00


   3624. NC30H61(L) + NC45H91_T(L)  => 1.5P-NC40H81(L) + 0.25NC60H122(L) 
         k:       5.000000e+07	    1.00       6000.00


   3625. NC30H61(L) + NC45H89(L)  => 0.75P-NC40H81(L) + 0.75P-NC40H79(L) + 0.25NC60H120(L) 
         k:       5.000000e+07	    1.00       6000.00


   3626. NC30H61(L) + NC45H89_T(L)  => 0.75P-NC40H81(L) + 0.75P-NC40H79(L) + 0.25NC60H120(L) 
         k:       5.000000e+07	    1.00       6000.00


   3627. NC30H61(L) + NC45H89_A(L)  => 0.75P-NC40H81(L) + 0.75P-NC40H79(L) + 0.25NC60H120(L) 
         k:       5.000000e+07	    1.00       6000.00


   3628. NC30H61(L) + NC45H87(L)  => 1.5P-NC40H79(L) + 0.25NC60H118(L) 
         k:       5.000000e+07	    1.00       6000.00


   3629. NC30H61(L) + NC45H87_A(L)  => 1.5P-NC40H79(L) + 0.25NC60H118(L) 
         k:       5.000000e+07	    1.00       6000.00


   3630. NC30H61(L) + NC60H121(L)  => 0.25P-HDPE-P(L) + 2P-NC40H81(L) 
         k:       5.000000e+07	    1.00       6000.00


   3631. NC30H61(L) + NC60H121_T(L)  => 0.25P-HDPE-P(L) + 2P-NC40H81(L) 
         k:       5.000000e+07	    1.00       6000.00


   3632. NC30H61(L) + NC60H119(L)  => 0.25P-HDPE-P(L) + P-NC40H81(L) + P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3633. NC30H61(L) + NC60H119_T(L)  => 0.25P-HDPE-P(L) + P-NC40H81(L) + P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3634. NC30H61(L) + NC60H119_A(L)  => 0.25P-HDPE-P(L) + P-NC40H81(L) + P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3635. NC30H61(L) + NC60H117(L)  => 0.25P-HDPE-P(L) + 2P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3636. NC30H61(L) + NC60H117_A(L)  => 0.25P-HDPE-P(L) + 2P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3637. 2NC30H61_T(L)  => NC60H122(L) 
         k:       5.000000e+07	    1.00       6000.00


   3638. NC30H61_T(L) + NC30H59(L)  => NC60H120(L) 
         k:       5.000000e+07	    1.00       6000.00


   3639. NC30H61_T(L) + NC30H59_T(L)  => NC60H120(L) 
         k:       5.000000e+07	    1.00       6000.00


   3640. NC30H61_T(L) + NC30H59_A(L)  => NC60H120(L) 
         k:       5.000000e+07	    1.00       6000.00


   3641. NC30H61_T(L) + NC30H57(L)  => NC60H118(L) 
         k:       5.000000e+07	    1.00       6000.00


   3642. NC30H61_T(L) + NC30H57_A(L)  => NC60H118(L) 
         k:       5.000000e+07	    1.00       6000.00


   3643. NC45H91(L) + NC30H61_T(L)  => 1.5P-NC40H81(L) + 0.25NC60H122(L) 
         k:       5.000000e+07	    1.00       6000.00


   3644. NC30H61_T(L) + NC45H91_T(L)  => 1.5P-NC40H81(L) + 0.25NC60H122(L) 
         k:       5.000000e+07	    1.00       6000.00


   3645. NC30H61_T(L) + NC45H89(L)  => 0.75P-NC40H81(L) + 0.75P-NC40H79(L) + 0.25NC60H120(L) 
         k:       5.000000e+07	    1.00       6000.00


   3646. NC30H61_T(L) + NC45H89_T(L)  => 0.75P-NC40H81(L) + 0.75P-NC40H79(L) + 0.25NC60H120(L) 
         k:       5.000000e+07	    1.00       6000.00


   3647. NC30H61_T(L) + NC45H89_A(L)  => 0.75P-NC40H81(L) + 0.75P-NC40H79(L) + 0.25NC60H120(L) 
         k:       5.000000e+07	    1.00       6000.00


   3648. NC30H61_T(L) + NC45H87(L)  => 1.5P-NC40H79(L) + 0.25NC60H118(L) 
         k:       5.000000e+07	    1.00       6000.00


   3649. NC30H61_T(L) + NC45H87_A(L)  => 1.5P-NC40H79(L) + 0.25NC60H118(L) 
         k:       5.000000e+07	    1.00       6000.00


   3650. NC60H121(L) + NC30H61_T(L)  => 0.25P-HDPE-P(L) + 2P-NC40H81(L) 
         k:       5.000000e+07	    1.00       6000.00


   3651. NC30H61_T(L) + NC60H121_T(L)  => 0.25P-HDPE-P(L) + 2P-NC40H81(L) 
         k:       5.000000e+07	    1.00       6000.00


   3652. NC30H61_T(L) + NC60H119(L)  => 0.25P-HDPE-P(L) + P-NC40H81(L) + P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3653. NC30H61_T(L) + NC60H119_T(L)  => 0.25P-HDPE-P(L) + P-NC40H81(L) + P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3654. NC30H61_T(L) + NC60H119_A(L)  => 0.25P-HDPE-P(L) + P-NC40H81(L) + P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3655. NC30H61_T(L) + NC60H117(L)  => 0.25P-HDPE-P(L) + 2P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3656. NC30H61_T(L) + NC60H117_A(L)  => 0.25P-HDPE-P(L) + 2P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3657. 2NC30H59(L)  => NC60H118(L) 
         k:       5.000000e+07	    1.00       6000.00


   3658. NC30H59(L) + NC30H59_T(L)  => NC60H118(L) 
         k:       5.000000e+07	    1.00       6000.00


   3659. NC30H59(L) + NC30H59_A(L)  => NC60H118(L) 
         k:       5.000000e+07	    1.00       6000.00


   3660. NC30H59(L) + NC30H57(L)  => 2C4H6 + 1.3P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3661. NC30H59(L) + NC30H57_A(L)  => 2C4H6 + 1.3P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3662. NC45H91(L) + NC30H59(L)  => 0.75P-NC40H81(L) + 0.75P-NC40H79(L) + 0.25NC60H120(L) 
         k:       5.000000e+07	    1.00       6000.00


   3663. NC45H91_T(L) + NC30H59(L)  => 0.75P-NC40H81(L) + 0.75P-NC40H79(L) + 0.25NC60H120(L) 
         k:       5.000000e+07	    1.00       6000.00


   3664. NC30H59(L) + NC45H89(L)  => 1.5P-NC40H79(L) + 0.25NC60H118(L) 
         k:       5.000000e+07	    1.00       6000.00


   3665. NC30H59(L) + NC45H89_T(L)  => 1.5P-NC40H79(L) + 0.25NC60H118(L) 
         k:       5.000000e+07	    1.00       6000.00


   3666. NC30H59(L) + NC45H89_A(L)  => 1.5P-NC40H79(L) + 0.25NC60H118(L) 
         k:       5.000000e+07	    1.00       6000.00


   3667. NC30H59(L) + NC45H87(L)  => 2C4H6 + 1.675P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3668. NC30H59(L) + NC45H87_A(L)  => 2C4H6 + 1.675P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3669. NC60H121(L) + NC30H59(L)  => 0.25P-HDPE-P(L) + P-NC40H81(L) + P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3670. NC60H121_T(L) + NC30H59(L)  => 0.25P-HDPE-P(L) + P-NC40H81(L) + P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3671. NC30H59(L) + NC60H119(L)  => 0.25P-HDPE-P(L) + 2P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3672. NC30H59(L) + NC60H119_T(L)  => 0.25P-HDPE-P(L) + 2P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3673. NC30H59(L) + NC60H119_A(L)  => 0.25P-HDPE-P(L) + 2P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3674. NC30H59(L) + NC60H117(L)  => 2C4H6 + 2.05P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3675. NC30H59(L) + NC60H117_A(L)  => 2C4H6 + 2.05P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3676. 2NC30H59_T(L)  => NC60H118(L) 
         k:       5.000000e+07	    1.00       6000.00


   3677. NC30H59_T(L) + NC30H59_A(L)  => NC60H118(L) 
         k:       5.000000e+07	    1.00       6000.00


   3678. NC30H59_T(L) + NC30H57(L)  => 2C4H6 + 1.3P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3679. NC30H59_T(L) + NC30H57_A(L)  => 2C4H6 + 1.3P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3680. NC45H91(L) + NC30H59_T(L)  => 0.75P-NC40H81(L) + 0.75P-NC40H79(L) + 0.25NC60H120(L) 
         k:       5.000000e+07	    1.00       6000.00


   3681. NC45H91_T(L) + NC30H59_T(L)  => 0.75P-NC40H81(L) + 0.75P-NC40H79(L) + 0.25NC60H120(L) 
         k:       5.000000e+07	    1.00       6000.00


   3682. NC45H89(L) + NC30H59_T(L)  => 1.5P-NC40H79(L) + 0.25NC60H118(L) 
         k:       5.000000e+07	    1.00       6000.00


   3683. NC30H59_T(L) + NC45H89_T(L)  => 1.5P-NC40H79(L) + 0.25NC60H118(L) 
         k:       5.000000e+07	    1.00       6000.00


   3684. NC30H59_T(L) + NC45H89_A(L)  => 1.5P-NC40H79(L) + 0.25NC60H118(L) 
         k:       5.000000e+07	    1.00       6000.00


   3685. NC30H59_T(L) + NC45H87(L)  => 2C4H6 + 1.675P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3686. NC30H59_T(L) + NC45H87_A(L)  => 2C4H6 + 1.675P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3687. NC60H121(L) + NC30H59_T(L)  => 0.25P-HDPE-P(L) + P-NC40H81(L) + P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3688. NC60H121_T(L) + NC30H59_T(L)  => 0.25P-HDPE-P(L) + P-NC40H81(L) + P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3689. NC60H119(L) + NC30H59_T(L)  => 0.25P-HDPE-P(L) + 2P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3690. NC30H59_T(L) + NC60H119_T(L)  => 0.25P-HDPE-P(L) + 2P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3691. NC30H59_T(L) + NC60H119_A(L)  => 0.25P-HDPE-P(L) + 2P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3692. NC30H59_T(L) + NC60H117(L)  => 2C4H6 + 2.05P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3693. NC30H59_T(L) + NC60H117_A(L)  => 2C4H6 + 2.05P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3694. 2NC30H59_A(L)  => NC60H118(L) 
         k:       5.000000e+07	    1.00       6000.00


   3695. NC30H59_A(L) + NC30H57(L)  => 2C4H6 + 1.3P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3696. NC30H59_A(L) + NC30H57_A(L)  => 2C4H6 + 1.3P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3697. NC45H91(L) + NC30H59_A(L)  => 0.75P-NC40H81(L) + 0.75P-NC40H79(L) + 0.25NC60H120(L) 
         k:       5.000000e+07	    1.00       6000.00


   3698. NC45H91_T(L) + NC30H59_A(L)  => 0.75P-NC40H81(L) + 0.75P-NC40H79(L) + 0.25NC60H120(L) 
         k:       5.000000e+07	    1.00       6000.00


   3699. NC45H89(L) + NC30H59_A(L)  => 1.5P-NC40H79(L) + 0.25NC60H118(L) 
         k:       5.000000e+07	    1.00       6000.00


   3700. NC45H89_T(L) + NC30H59_A(L)  => 1.5P-NC40H79(L) + 0.25NC60H118(L) 
         k:       5.000000e+07	    1.00       6000.00


   3701. NC30H59_A(L) + NC45H89_A(L)  => 1.5P-NC40H79(L) + 0.25NC60H118(L) 
         k:       5.000000e+07	    1.00       6000.00


   3702. NC30H59_A(L) + NC45H87(L)  => 2C4H6 + 1.675P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3703. NC30H59_A(L) + NC45H87_A(L)  => 2C4H6 + 1.675P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3704. NC60H121(L) + NC30H59_A(L)  => 0.25P-HDPE-P(L) + P-NC40H81(L) + P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3705. NC60H121_T(L) + NC30H59_A(L)  => 0.25P-HDPE-P(L) + P-NC40H81(L) + P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3706. NC60H119(L) + NC30H59_A(L)  => 0.25P-HDPE-P(L) + 2P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3707. NC60H119_T(L) + NC30H59_A(L)  => 0.25P-HDPE-P(L) + 2P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3708. NC30H59_A(L) + NC60H119_A(L)  => 0.25P-HDPE-P(L) + 2P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3709. NC30H59_A(L) + NC60H117(L)  => 2C4H6 + 2.05P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3710. NC30H59_A(L) + NC60H117_A(L)  => 2C4H6 + 2.05P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3711. 2NC30H57(L)  => 3C4H6 + 1.2P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3712. NC30H57(L) + NC30H57_A(L)  => 3C4H6 + 1.2P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3713. NC45H91(L) + NC30H57(L)  => 1.5P-NC40H79(L) + 0.25NC60H118(L) 
         k:       5.000000e+07	    1.00       6000.00


   3714. NC45H91_T(L) + NC30H57(L)  => 1.5P-NC40H79(L) + 0.25NC60H118(L) 
         k:       5.000000e+07	    1.00       6000.00


   3715. NC45H89(L) + NC30H57(L)  => 2C4H6 + 1.675P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3716. NC45H89_T(L) + NC30H57(L)  => 2C4H6 + 1.675P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3717. NC45H89_A(L) + NC30H57(L)  => 2C4H6 + 1.675P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3718. NC30H57(L) + NC45H87(L)  => 3C4H6 + 1.575P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3719. NC30H57(L) + NC45H87_A(L)  => 3C4H6 + 1.575P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3720. NC60H121(L) + NC30H57(L)  => 0.25P-HDPE-P(L) + 2P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3721. NC60H121_T(L) + NC30H57(L)  => 0.25P-HDPE-P(L) + 2P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3722. NC60H119(L) + NC30H57(L)  => 2C4H6 + 2.05P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3723. NC60H119_T(L) + NC30H57(L)  => 2C4H6 + 2.05P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3724. NC60H119_A(L) + NC30H57(L)  => 2C4H6 + 2.05P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3725. NC30H57(L) + NC60H117(L)  => 3C4H6 + 1.95P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3726. NC30H57(L) + NC60H117_A(L)  => 3C4H6 + 1.95P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3727. 2NC30H57_A(L)  => 3C4H6 + 1.2P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3728. NC45H91(L) + NC30H57_A(L)  => 1.5P-NC40H79(L) + 0.25NC60H118(L) 
         k:       5.000000e+07	    1.00       6000.00


   3729. NC45H91_T(L) + NC30H57_A(L)  => 1.5P-NC40H79(L) + 0.25NC60H118(L) 
         k:       5.000000e+07	    1.00       6000.00


   3730. NC45H89(L) + NC30H57_A(L)  => 2C4H6 + 1.675P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3731. NC45H89_T(L) + NC30H57_A(L)  => 2C4H6 + 1.675P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3732. NC45H89_A(L) + NC30H57_A(L)  => 2C4H6 + 1.675P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3733. NC45H87(L) + NC30H57_A(L)  => 3C4H6 + 1.575P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3734. NC30H57_A(L) + NC45H87_A(L)  => 3C4H6 + 1.575P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


